!DEC ver. 4 2014-04-06
! H. Nakamura, H. Curran, A. D. Polo Cordoba, W. J. Pitz, P. Dagaut, C. Togbe, S. M. Sarathy, M. Mehl, J. Agudelo, F. Bustamante, 
! "An experimental and modeling study of diethyl carbonate oxidation"
! submitted to Combustion and Flame in 2014.
!
!version:c4_54.1.inp
h              0     145    2.05       0       0       0        !
o              0      80    2.75       0       0       0        !
c              0    71.4   3.298       0       0       0        !*
h2             1      38    2.92       0    0.79     280        !
co             1    98.1    3.65       0    1.95     1.8        !
he             0    10.2   2.576       0       0       0        !*
n2             1   97.53   3.621       0    1.76       4        !
o2             1   107.4   3.458       0     1.6     3.8        !
oh             1      80    2.75       0       0       0        !
ar             0   136.5    3.33       0       0       0        !
ch             1      80    2.75       0       0       0        !
h2o            2   572.4   2.605   1.844       0       4        !
ch3            1     144     3.8       0       0       0        !
c2h            1   265.3   3.721       0       0     2.5        !nmm
co2            1     244   3.763       0    2.65     2.1        !
ch2            1     144     3.8       0       0       0        !
ho2            2   107.4   3.458       0       0       1        !*
ch4            2   141.4   3.746       0     2.6      13        !
hco            2     498    3.59       0       0       0        !
c2h6           2   247.5    4.35       0       0     1.5        !nmm
hcco           2     150     2.5       0       0       1        !*
c3h3           1   324.8    4.29       0       0       1        !nmm
ch3o           2     417    3.69     1.7       0       2        !
c2h5           2   247.5    4.35       0       0     1.5        !nmm
c3h8           2   303.4    4.81       0       0       1        !nmm
c3h2           2     209     4.1       0       0       1        !*
ch2o           2     498    3.59       0       0       2        !
ocho           2     498    3.59       0       0       2        !wjp
c2h4           2   238.4   3.496       0       0     1.5        !nmm
c4h6           2     357    4.72       0       0       1        !nmm
h2o2           2   107.4   3.458       0       0     3.8        !
c2h3           2   265.3   3.721       0       0       1        !nmm
c2h2           1   265.3   3.721       0       0     2.5        !nmm
c3h6           2   307.8    4.14       0       0       1        !nmm
o2cho          2     436    3.97       0       0       2        !wjp
ch2oh          2     417    3.69     1.7       0       2        !
pc4h9          2     352    5.24       0       0       1        !nmm
hocho          2     436    3.97       0       0       2        !wjp
hccoh          2     436    3.97       0       0       2        !
sc4h9          2     352    5.24       0       0       1        !nmm
ic4h9          2     352    5.24       0       0       1        !nmm
ch3co          2     436    3.97       0       0       2        !
ic3h7          2   303.4    4.81       0       0       1        !nmm
c3h5o          2     411    4.82       0       0       1        !nmm
c4h10          2   350.9   5.206       0       0       1        !wjp
c4h7o          2     496     5.2       0       0       1        !nmm
tc4h9          2     352    5.24       0       0       1        !nmm
c2h5o          2   470.6    4.41       0       0     1.5        !nmm
nc3h7          2   303.4    4.81       0       0       1        !nmm
